NODE_1_length_339902_cov_50.316818	339902
NODE_2_length_295547_cov_47.857505	295547
NODE_3_length_222883_cov_38.433910	222883
NODE_4_length_222399_cov_38.681638	222399
NODE_5_length_211446_cov_40.051439	211446
NODE_6_length_207227_cov_45.482979	207227
NODE_7_length_190526_cov_42.789952	190526
NODE_8_length_165615_cov_45.329021	165615
NODE_9_length_160496_cov_53.978325	160496
NODE_10_length_156231_cov_35.664230	156231
NODE_11_length_155372_cov_34.135740	155372
NODE_12_length_153050_cov_34.010770	153050
NODE_13_length_150749_cov_50.054906	150749
NODE_14_length_148937_cov_52.969350	148937
NODE_15_length_148333_cov_41.915786	148333
NODE_16_length_140901_cov_56.768835	140901
NODE_17_length_130047_cov_39.614016	130047
NODE_18_length_120958_cov_38.967649	120958
NODE_19_length_113429_cov_52.519594	113429
NODE_20_length_112451_cov_38.609015	112451
NODE_21_length_92546_cov_54.974919	92546
NODE_22_length_92178_cov_54.419126	92178
NODE_23_length_91418_cov_34.895587	91418
NODE_24_length_87952_cov_36.083177	87952
NODE_25_length_87383_cov_55.730265	87383
NODE_26_length_81489_cov_39.291770	81489
NODE_27_length_59983_cov_37.473687	59983
NODE_28_length_54651_cov_106.643772	54651
NODE_29_length_52901_cov_44.356842	52901
NODE_30_length_52648_cov_42.126635	52648
NODE_31_length_52426_cov_37.040288	52426
NODE_32_length_51947_cov_39.235565	51947
NODE_33_length_50003_cov_75.281618	50003
NODE_34_length_49152_cov_51.502662	49152
NODE_35_length_45371_cov_40.516444	45371
NODE_36_length_42411_cov_53.613707	42411
NODE_37_length_42369_cov_43.908480	42369
NODE_38_length_41407_cov_52.834738	41407
NODE_39_length_38647_cov_54.008463	38647
NODE_40_length_38147_cov_37.934982	38147
NODE_41_length_30988_cov_51.866919	30988
NODE_42_length_30003_cov_75.176530	30003
NODE_43_length_29457_cov_59.229151	29457
NODE_44_length_28990_cov_42.253404	28990
NODE_45_length_27291_cov_37.976403	27291
NODE_46_length_26477_cov_53.392068	26477
NODE_47_length_25849_cov_38.317549	25849
NODE_48_length_22807_cov_88.803880	22807
NODE_49_length_20093_cov_107.927577	20093
NODE_50_length_18224_cov_42.282257	18224
NODE_51_length_16969_cov_35.788208	16969
NODE_52_length_15799_cov_39.858729	15799
NODE_53_length_15627_cov_32.411548	15627
NODE_54_length_14404_cov_91.798347	14404
NODE_55_length_13405_cov_43.421750	13405
NODE_56_length_12589_cov_65.741534	12589
NODE_57_length_12268_cov_100.858990	12268
NODE_58_length_11800_cov_83.993661	11800
NODE_59_length_11332_cov_37.457921	11332
NODE_60_length_10948_cov_98.062841	10948
NODE_61_length_10721_cov_55.303096	10721
NODE_62_length_10649_cov_46.870937	10649
NODE_63_length_10545_cov_93.199558	10545
NODE_64_length_9687_cov_49.279498	9687
NODE_65_length_9296_cov_43.822772	9296
NODE_66_length_8956_cov_59.357911	8956
NODE_67_length_8621_cov_49.066047	8621
NODE_68_length_8524_cov_36.259140	8524
NODE_69_length_7713_cov_79.821118	7713
NODE_70_length_7337_cov_97.237309	7337
NODE_71_length_6951_cov_35.192263	6951
NODE_72_length_6640_cov_38.516198	6640
NODE_73_length_5922_cov_34.870060	5922
NODE_74_length_5580_cov_41.398496	5580
NODE_75_length_5284_cov_117.547217	5284
NODE_76_length_5281_cov_42.243694	5281
NODE_77_length_4672_cov_60.135974	4672
NODE_78_length_4540_cov_43.505552	4540
NODE_79_length_3977_cov_45.457662	3977
NODE_80_length_3903_cov_51.531780	3903
NODE_81_length_3688_cov_138.898905	3688
NODE_82_length_3687_cov_86.886236	3687
NODE_83_length_3646_cov_79.279625	3646
NODE_84_length_3570_cov_63.092071	3570
NODE_85_length_3299_cov_42.247478	3299
NODE_86_length_3281_cov_31.371592	3281
NODE_87_length_3106_cov_47.389057	3106
NODE_88_length_3089_cov_49.024308	3089
NODE_89_length_3064_cov_39.928839	3064
NODE_90_length_2736_cov_65.155998	2736
NODE_91_length_2723_cov_42.728814	2723
NODE_92_length_2532_cov_117.372973	2532
NODE_93_length_2450_cov_782.335773	2450
NODE_94_length_2417_cov_33.909607	2417
NODE_95_length_2126_cov_63.395698	2126
NODE_96_length_2001_cov_156.305763	2001
NODE_97_length_1760_cov_47.690753	1760
NODE_98_length_1727_cov_456.055625	1727
NODE_99_length_1579_cov_49.908402	1579
NODE_100_length_1512_cov_436.711913	1512
NODE_101_length_1510_cov_74.237889	1510
NODE_102_length_1467_cov_58.725373	1467
NODE_103_length_1445_cov_111.795903	1445
NODE_104_length_1433_cov_323.490812	1433
NODE_105_length_1340_cov_119.335532	1340
NODE_106_length_1331_cov_124.176910	1331
NODE_107_length_1309_cov_44.765651	1309
NODE_108_length_1289_cov_44.235800	1289
NODE_109_length_1237_cov_78.883784	1237
NODE_110_length_1213_cov_29.221915	1213
NODE_111_length_1075_cov_132.672996	1075
NODE_112_length_1044_cov_465.555071	1044
NODE_113_length_1029_cov_0.985588	1029
NODE_114_length_1020_cov_60.784994	1020
NODE_115_length_1009_cov_85.352608	1009
