NODE_1_length_264016_cov_7.468311	264016
NODE_2_length_230497_cov_8.022237	230497
NODE_3_length_187675_cov_9.107658	187675
NODE_4_length_164997_cov_7.317941	164997
NODE_5_length_152501_cov_7.177242	152501
NODE_6_length_107844_cov_6.719199	107844
NODE_7_length_98504_cov_7.125649	98504
NODE_8_length_97181_cov_6.808107	97181
NODE_9_length_86019_cov_7.628615	86019
NODE_10_length_85579_cov_7.960001	85579
NODE_11_length_73033_cov_6.989246	73033
NODE_12_length_71494_cov_7.176202	71494
NODE_13_length_55655_cov_8.531191	55655
NODE_14_length_46746_cov_7.565542	46746
NODE_15_length_46026_cov_7.238611	46026
NODE_16_length_45297_cov_8.630286	45297
NODE_17_length_34515_cov_7.910812	34515
NODE_18_length_29887_cov_27.950698	29887
NODE_19_length_26985_cov_7.487862	26985
NODE_20_length_19738_cov_7.023813	19738
NODE_21_length_17399_cov_7.071792	17399
NODE_22_length_13693_cov_7.122660	13693
NODE_23_length_13381_cov_5.276898	13381
NODE_24_length_10856_cov_8.268152	10856
NODE_25_length_6764_cov_8.305108	6764
NODE_26_length_6414_cov_31.519644	6414
NODE_27_length_6211_cov_7.501808	6211
NODE_28_length_3649_cov_11.195911	3649
NODE_29_length_3564_cov_36.342159	3564
NODE_30_length_2534_cov_7.257422	2534
NODE_31_length_1710_cov_33.521794	1710
NODE_32_length_1196_cov_12.712816	1196
