NODE_1_length_465944_cov_194.818703	465944
NODE_2_length_419431_cov_221.803641	419431
NODE_3_length_239179_cov_195.565613	239179
NODE_4_length_176894_cov_184.914594	176894
NODE_5_length_174044_cov_241.856115	174044
NODE_6_length_170571_cov_227.838187	170571
NODE_7_length_167965_cov_206.327619	167965
NODE_8_length_146757_cov_173.877651	146757
NODE_9_length_125376_cov_191.016583	125376
NODE_10_length_124460_cov_243.825404	124460
NODE_11_length_114685_cov_230.554418	114685
NODE_12_length_108123_cov_221.063493	108123
NODE_13_length_86972_cov_229.278819	86972
NODE_14_length_58251_cov_237.439388	58251
NODE_15_length_54685_cov_244.800231	54685
NODE_16_length_39982_cov_175.605144	39982
NODE_17_length_39141_cov_218.365638	39141
NODE_18_length_38835_cov_184.888989	38835
NODE_19_length_20356_cov_438.538138	20356
NODE_20_length_17112_cov_215.122873	17112
NODE_21_length_16148_cov_186.154173	16148
NODE_22_length_11744_cov_477.840665	11744
NODE_23_length_3675_cov_233.294250	3675
NODE_24_length_2760_cov_172.491834	2760
NODE_25_length_2713_cov_1262.887858	2713
NODE_26_length_2527_cov_2283.509167	2527
NODE_27_length_2198_cov_1220.959923	2198
NODE_28_length_1690_cov_1180.477927	1690
NODE_29_length_1223_cov_347.569343	1223
NODE_30_length_1195_cov_1.870787	1195
NODE_31_length_1160_cov_3.413359	1160
NODE_32_length_1122_cov_1.214070	1122
NODE_33_length_1050_cov_2.113759	1050
NODE_34_length_1006_cov_2.352673	1006
