1 genome_id
40932 MIKI-NS02
51548 MIKI-NS03
1570 MIKI-NS06
17880 MIKI-NS08
114 MIKI-NS09
1024 MIKI-NS10
19244 MIKI-NS11
2318 MIKI-NS12
1232 MIKI-NS13
228806 MIKI-NS14
2584 MIKI-NS15
350 MIKI-NS20
212 MIKI-NS23
17404 MIKI-NS24
606 MIKI-NS25
522 SP100_S81
284416 SP101_S82
144 SP102_S82
54 SP103_S83
14400 SP105_S84
554 SP106_S85
20616 SP107_S86
1060 SP108_S87
9372 SP109_S83
12246 SP10_S7
29988 SP110_S88
36 SP111_S89
17660 SP112_S90
1268 SP113_S91
622 SP114_S92
25512 SP115_S93
346 SP116_S94
14246 SP117_S95
14278 SP118_S96
4632 SP119_S1
472 SP11_S8
48786 SP120_S2
7050 SP121_S3
68 SP122_S4
25274 SP124_S6
2348 SP125_S84
10 SP126_S7
872 SP127_S8
2648 SP128_S9
12062 SP129_S10
1454 SP12_S9
2430 SP130_S11
1540 SP131_S12
548 SP132_S13
860408 SP133_S14
225002 SP134_S15
6134 SP135_S16
20506 SP136_S17
1112 SP137_S18
2570 SP138_S19
14304 SP139_S20
135282 SP13_S10
13306 SP140_S21
28222 SP141_S22
28208 SP142_S23
3510 SP143_S24
12864 SP144_S25
2700 SP145_S26
996 SP146_S27
5254 SP147_S28
460 SP148_S29
20310 SP149_S30
6002 SP14_S11
988 SP150_S31
77056 SP151_S32
78 SP152_S33
36276 SP153_S34
2040 SP154_S35
3410 SP155_S36
842 SP156_S37
3026 SP157_S38
468 SP158_S39
1726 SP159_S40
1043150 SP15_S89
358 SP160_S41
96 SP161_S42
188 SP162_S43
1380 SP163_S44
1622 SP164_S45
336 SP165_S46
3048 SP166_S47
522 SP167_S48
345522 SP168_S49
3982 SP169_S50
1276 SP16_S12
7658 SP170_S51
1094 SP171_S52
474 SP172_S53
69766 SP173_S54
4090 SP174_S55
24680 SP176_S56
6386 SP177_S57
366 SP178_S58
4080 SP179_S59
532 SP17_S90
4576 SP180_S96
22966 SP181_S61
868 SP182_S62
16440 SP184_S64
562 SP185_S65
1230 SP187_S66
8118 SP188_S67
15838 SP189_S68
332 SP18_S91
602 SP190_S69
7736 SP191_S70
722 SP192_S71
814 SP194_S73
2524 SP195_S74
1500 SP196_S75
87070 SP198_S01
115630 SP1_S85
51416 SP20_S77
1916 SP21_S92
4140 SP22_S78
6808 SP23_S93
6896 SP24_S13
7042 SP25_S14
840 SP27_S15
35284 SP2_S86
7902 SP30_S17
392 SP31_S18
2400 SP32_S19
8782 SP33_S20
5604 SP34_S21
1838 SP35_S22
1290 SP36_S23
190 SP38_S25
512 SP39_S26
994 SP3_S87
246 SP40_S27
3218 SP41_S28
3296 SP42_S29
2080 SP43_S30
1142 SP44_S31
5494 SP45_S32
206 SP46_S33
2040 SP47_S34
5414 SP48_S35
4996 SP49_S36
5852 SP4_S3
888 SP50_S37
596 SP52_S38
556 SP53_S39
160526 SP54_S40
6910 SP55_S41
5496 SP56_S42
3968 SP57_S43
684 SP58_S44
38940 SP59_S47
7862 SP60_S48
622 SP61_S45
18172 SP62_S46
760 SP63_S49
3526 SP64_S79
