1 genome_id
5242 MIKI-NS02
79686 MIKI-NS03
3210 MIKI-NS06
5872 MIKI-NS08
14548 MIKI-NS09
2430 MIKI-NS10
3408 MIKI-NS11
149344 MIKI-NS12
136742 MIKI-NS13
34904 MIKI-NS14
30342 MIKI-NS15
834 MIKI-NS20
69430 MIKI-NS23
1796 MIKI-NS24
6214 MIKI-NS25
2222 SP100_S81
434 SP101_S82
38 SP102_S82
9964 SP103_S83
1584 SP105_S84
18830 SP106_S85
8412 SP107_S86
10806 SP108_S87
90352 SP109_S83
49754 SP10_S7
7538 SP110_S88
798 SP111_S89
80104 SP112_S90
2930 SP113_S91
117836 SP114_S92
73450 SP115_S93
4220 SP116_S94
6120 SP117_S95
4834 SP118_S96
3100 SP119_S1
4126 SP11_S8
436 SP120_S2
97342 SP121_S3
3268 SP122_S4
2390 SP124_S6
19026 SP125_S84
1144 SP126_S7
2130 SP127_S8
1622 SP128_S9
5532 SP129_S10
19336 SP12_S9
42640 SP130_S11
4626 SP131_S12
4320 SP132_S13
782 SP133_S14
44 SP134_S15
264594 SP135_S16
9678 SP136_S17
824 SP137_S18
21258 SP138_S19
1678 SP139_S20
3546 SP13_S10
37592 SP141_S22
7578 SP142_S23
878 SP143_S24
1224 SP144_S25
3514 SP145_S26
952 SP146_S27
3830 SP147_S28
4070 SP148_S29
53144 SP149_S30
167612 SP14_S11
89014 SP150_S31
29862 SP151_S32
870 SP152_S33
102880 SP153_S34
2362 SP154_S35
336 SP155_S36
1688 SP156_S37
224 SP157_S38
442 SP158_S39
5554 SP159_S40
12754 SP15_S89
66606 SP160_S41
1892 SP161_S42
590 SP162_S43
19876 SP163_S44
34 SP164_S45
75940 SP165_S46
538 SP166_S47
610 SP167_S48
2410 SP168_S49
4992 SP169_S50
628 SP16_S12
10342 SP170_S51
1886 SP171_S52
2292 SP172_S53
964 SP173_S54
296 SP174_S55
3906 SP176_S56
4238 SP177_S57
13600 SP178_S58
2108 SP179_S59
1164 SP17_S90
558 SP180_S96
5092 SP181_S61
934 SP182_S62
1406 SP184_S64
1850 SP185_S65
1598 SP187_S66
216 SP188_S67
2902 SP189_S68
970 SP18_S91
948 SP190_S69
10626 SP191_S70
1032 SP192_S71
7448 SP194_S73
3776 SP195_S74
3764 SP196_S75
63658 SP198_S01
1142 SP1_S85
2248 SP20_S77
1490 SP21_S92
2836 SP22_S78
600556 SP23_S93
2886 SP24_S13
188 SP25_S14
280 SP27_S15
190 SP2_S86
922 SP30_S17
1838 SP31_S18
1168 SP32_S19
1558 SP33_S20
16312 SP34_S21
188 SP35_S22
3552 SP36_S23
2160 SP38_S25
16138 SP39_S26
288 SP3_S87
1316 SP40_S27
10552 SP41_S28
898 SP42_S29
2234 SP43_S30
208 SP44_S31
6262 SP45_S32
1594 SP46_S33
42950 SP47_S34
27920 SP48_S35
1008 SP49_S36
324 SP4_S3
110 SP50_S37
182 SP52_S38
238598 SP53_S39
6622 SP54_S40
58888 SP55_S41
368 SP56_S42
2908 SP57_S43
15712 SP58_S44
320 SP59_S47
1576 SP60_S48
54 SP61_S45
1716 SP62_S46
360 SP63_S49
422 SP64_S79
2112 SP65_S80
4924 SP67_S50
7718 SP68_S51
10628 SP69_S52
1980 SP6_S88
10106 SP70_S53
9154 SP71_S54
26814 SP72_S55
1300 SP73_S56
10830 SP74_S57
3422 SP75_S58
2226 SP76_S59
4542 SP77_S60
17582 SP78_S61
14160 SP79_S62
1926 SP7_S4
4666 SP80_S63
176698 SP81_S64
73396 SP82_S65
11914 SP83_S66
5484 SP84_S67
1926 SP85_S68
5264 SP86_S69
340620 SP87_S70
5828 SP88_S94
1748 SP8_S5
9338 SP91_S72
31314 SP92_S73
3918 SP93_S74
1368 SP94_S75
9490 SP95_S76
30 SP96_S77
22 SP97_S78
94126 SP99_S80
2618 SP9_S6
146532 spades_And10026_S11_L001
3902 spades_And10054_S9_L001
5420 spades_And10062_S12_L001
48962 spades_And10073_S10_L001
13112 spades_And10925_S5_L001
5566 spades_And11624_S6_L001
9216 spades_And12875_S7_L001
4386 spades_And4180_S6_L001
568 spades_And4191_S5_L001
32536 spades_And4246_S5_L001
2338 spades_And4355_S8_L001
11604 spades_And4366_S2_L001
1467532 spades_AND4471_S1_L001
10640 spades_And4500_S1_L001
29112 spades_And4543_S2_L001
6766 spades_And4613_S9_L001
13694 spades_And4621_S3_L001
123996 spades_And4858_S9_L001
10488 spades_And4892_S4_L001
41776 spades_And4902_S2_L001
598 spades_And4955_S10_L001
1538 spades_And5042_S4_L001
724 spades_And5141_S4_L001
10512 spades_And5192_S3_L001
2058 spades_And5213_S1_L001
10530 spades_And5232_S2_L001
21526 spades_And5237_S4_L001
4946 spades_And5284_S5_L001
23250 spades_And5315_S3_L001
7422 spades_And5331_S1_L001
15422 spades_And5388_S8_L001
2096 spades_And5444_S7_L001
34206 spades_And5527_S8_L001
66 spades_And5533_S9_L001
3120 spades_And6098_S1_L001
187272 spades_And6100_S3_L001
5628 spades_And6166_S1_L001
53396 spades_And6241_S2_L001
10550 spades_And6342_S10_L001
5978 spades_And6399_S9_L001
13814 spades_And6400_S11_L001
81416 spades_And6442_S8_L001
1596 spades_And6884_S7_L001
29182 spades_And7051_S7_L001
13522 spades_And7187_S3_L001
9910 spades_And7225_S6_L001
71966 spades_And7556_S8_L001
17776 spades_AND8064_S11_L001
22714 spades_AND8281_S12_L001
8950 spades_AND8302_S10_L001
2504 spades_And8344_S10_L001
190 spades_And8381_S10_L001
2200 spades_And8382_S4_L001
224 spades_And8388_S5_L001
1866 spades_And8423_S6_L001
10268 spades_And8454_S5_L001
520 spades_And8457_S3_L001
8358 spades_And8655_S10_L001
65704 spades_And8688_S9_L001
293734 spades_And8861_S3_L001
53732 spades_And8909_S4_L001
6372 spades_And8926_S4_L001
3874 spades_And9053_S12_L001
3860 spades_And9076_S11_L001
17902 spades_And9183_S10_L001
134070 spades_AND9183_S11_L001
3554 spades_And9205_S9_L001
4116 spades_And9353_S7_L001
2436 spades_And9387_S6_L001
24520 spades_And9426_S4_L001
10248 spades_And9454_S3_L001
110330 spades_And9653_S7_L001
1028 spades_And9693_S1_L001
2930 spades_And9722_S8_L001
1340 spades_And9746_S7_L001
47678 spades_And9855_S12_L001
940 spades_ESBL10011_S11_L001
624 spades_ESBL10030_S2_L001
7494 spades_ESBL10055_S8_L001
210236 spades_ESBL10056_S9_L001
36198 spades_ESBL1009_S1_L001
1140 spades_ESBL5402_S6_L001
2982 spades_ESBL5481_S10_L001
19362 spades_ESBL5497_S3_L001
9012 spades_ESBL5533_S4_L001
222 spades_ESBL5609_S2_L001
25496 spades_ESBL5613_S5_L001
7306 spades_ESBL5621_S1_L001
446 spades_ESBL5660_S7_L001
59600 spades_ESBL5717_S8_L001
15988 spades_ESBL5734_S3_L001
486 spades_ESBL5772_S6_L001
466 spades_ESBL5780_S5_L001
7922 spades_ESBL5784_S3_L001
4300 spades_ESBL5786_S5_L001
96000 spades_ESBL5791_S4_L001
4434 spades_ESBL5792_S6_L001
4734 spades_ESBL5808_S8_L001
578 spades_ESBL5817_S7_L001
17772 spades_ESBL5827_S10_L001
7918 spades_ESBL5852_S11_L001
1964 spades_ESBL5872_S5_L001
4150 spades_ESBL5909_S5_L001
664 spades_ESBL5911_S4_L001
6948 spades_ESBL6101_S9_L001
2748 spades_ESBL6164_S11_L001
104 spades_ESBL6200_S12_L001
4132 spades_ESBL6210_S10_L001
28850 spades_ESBL6270_S10_L001
970 spades_ESBL6351_S5_L001
149434 spades_ESBL6364_S9_L001
38392 spades_ESBL6409_S4_L001
598650 spades_ESBL6418_S2_L001
28460 spades_ESBL6455_S6_L001
458 spades_ESBL6515_S2_L001
11862 spades_ESBL6620_S4_L001
270 spades_ESBL6628_S5_L001
14076 spades_ESBL6643_S3_L001
484 spades_ESBL6661_S8_L001
4396 spades_ESBL6724_S11_L001
1976 spades_ESBL6759Q_S12_L001
400 spades_ESBL6760_S6_L001
6450 spades_ESBL6769_S11_L001
12562 spades_ESBL6792_S10_L001
3550 spades_ESBL6983_S3_L001
4332 spades_ESBL6984_S1_L001
692 spades_ESBL7021_S2_L001
10870 spades_ESBL7234_S12_L001
9150 spades_ESBL7347_S10_L001
202 spades_ESBL7348_S6_L001
1610322 spades_ESBL7359_S3_L001
824 spades_ESBL7382_S4_L001
45384 spades_ESBL7388_S7_L001
9302 spades_ESBL7410_S11_L001
7878 spades_ESBL7424_S8_L001
2840 spades_ESBL7431_S12_L001
454160 spades_ESBL7525_S1_L001
14536 spades_ESBL7531_S9_L001
5122 spades_ESBL7532_S2_L001
38916 spades_ESBL7534_S10_L001
11786 spades_ESBL7553_S11_L001
7818 spades_ESBL7586_S7_L001
130004 spades_ESBL7634_S2_L001
39628 spades_ESBL7810_S9_L001
7000 spades_ESBL7862_S8_L001
54188 spades_ESBL8075_S12_L001
6374 spades_ESBL8159_S1_L001
4052 spades_ESBL8341_S10_L001
32308 spades_ESBL8411_S7_L001
11456 spades_ESBL8514_S7_L001
45776 spades_ESBL8604_S8_L001
24808 spades_ESBL8855_S12_L001
349680 spades_ESBL8873_S6_L001
