1 genome_id
280 MIKI-NS02
444 MIKI-NS03
24838 MIKI-NS06
176 MIKI-NS08
97922 MIKI-NS09
2350 MIKI-NS10
1072 MIKI-NS11
2250 MIKI-NS12
318 MIKI-NS13
47858 MIKI-NS14
3010 MIKI-NS15
91848 MIKI-NS20
484 MIKI-NS23
2820 MIKI-NS24
2296 MIKI-NS25
8258 SP100_S81
852 SP101_S82
4358 SP102_S82
60144 SP103_S83
2202 SP105_S84
740 SP106_S85
5944 SP107_S86
6126 SP108_S87
792 SP109_S83
6510 SP10_S7
9218 SP110_S88
2722 SP111_S89
27088 SP112_S90
114 SP113_S91
3588 SP114_S92
1040 SP115_S93
10286 SP116_S94
220 SP117_S95
3552 SP118_S96
952 SP119_S1
1228 SP11_S8
14566 SP120_S2
880 SP121_S3
1418 SP122_S4
332 SP124_S6
3092 SP125_S84
10570 SP126_S7
4334 SP127_S8
194 SP128_S9
7026 SP129_S10
3958 SP12_S9
3944 SP130_S11
280 SP131_S12
22508 SP132_S13
788 SP133_S14
916 SP134_S15
3494 SP135_S16
9680 SP136_S17
11612 SP137_S18
27174 SP138_S19
118 SP139_S20
6398 SP13_S10
3478 SP140_S21
8714 SP141_S22
358 SP142_S23
32360 SP143_S24
1060 SP144_S25
970 SP145_S26
1348 SP146_S27
472 SP147_S28
15922 SP148_S29
230 SP149_S30
724 SP14_S11
414 SP150_S31
476 SP151_S32
305702 SP152_S33
56 SP153_S34
23150 SP154_S35
2856 SP155_S36
3414 SP156_S37
3090 SP157_S38
2728 SP158_S39
104 SP159_S40
23336 SP15_S89
12072 SP160_S41
480 SP161_S42
1956 SP162_S43
7502 SP163_S44
40228 SP164_S45
46 SP165_S46
210 SP166_S47
744 SP167_S48
18176 SP169_S50
302 SP16_S12
4384 SP170_S51
1896 SP171_S52
2884 SP172_S53
60 SP173_S54
1504 SP174_S55
9470 SP176_S56
38668 SP177_S57
45706 SP178_S58
17030 SP179_S59
1706 SP17_S90
434 SP180_S96
9686 SP181_S61
36818 SP182_S62
530 SP184_S64
252 SP185_S65
24786 SP187_S66
2952 SP188_S67
1806 SP189_S68
31786 SP18_S91
3746 SP190_S69
28 SP191_S70
1028 SP192_S71
150 SP194_S73
26 SP195_S74
32052 SP196_S75
360 SP198_S01
2754 SP1_S85
2104 SP20_S77
5746 SP21_S92
4848 SP22_S78
522 SP23_S93
1326 SP24_S13
1334 SP25_S14
40 SP27_S15
322 SP2_S86
3850 SP30_S17
1864 SP31_S18
320 SP32_S19
762 SP33_S20
2466 SP34_S21
1140 SP35_S22
4262 SP36_S23
2662 SP38_S25
2344 SP39_S26
1546 SP3_S87
1076 SP40_S27
974 SP41_S28
7782 SP42_S29
2972 SP43_S30
510 SP44_S31
110 SP45_S32
208 SP46_S33
3956 SP47_S34
408 SP48_S35
56168 SP49_S36
1564 SP4_S3
204 SP50_S37
1160 SP52_S38
818 SP53_S39
2032 SP54_S40
33960 SP55_S41
4680 SP56_S42
342 SP57_S43
10400 SP58_S44
610 SP59_S47
1682 SP60_S48
7050 SP61_S45
1674 SP62_S46
2816 SP63_S49
888 SP64_S79
5004 SP65_S80
878 SP67_S50
3480 SP68_S51
5788 SP69_S52
1024 SP6_S88
1166 SP70_S53
1158 SP71_S54
4840 SP72_S55
2158 SP73_S56
17850 SP74_S57
34566 SP75_S58
94212 SP76_S59
23712 SP77_S60
11954 SP78_S61
45222 SP79_S62
2218 SP7_S4
20916 SP80_S63
962 SP81_S64
918 SP82_S65
16846 SP83_S66
26208 SP84_S67
19876 SP85_S68
1180 SP86_S69
28 SP87_S70
4564 SP88_S94
14734 SP8_S5
47830 SP91_S72
3566 SP92_S73
530 SP93_S74
46312 SP94_S75
18824 SP95_S76
10034 SP96_S77
9242 SP97_S78
376 SP99_S80
4782 SP9_S6
598 spades_And10026_S11_L001
108 spades_And10054_S9_L001
6366 spades_And10062_S12_L001
268 spades_And10073_S10_L001
27614 spades_And10925_S5_L001
9110 spades_And11624_S6_L001
2990 spades_And12875_S7_L001
36558 spades_And4180_S6_L001
4620 spades_And4191_S5_L001
137064 spades_And4246_S5_L001
11606 spades_And4355_S8_L001
9078 spades_And4366_S2_L001
42210 spades_AND4471_S1_L001
1402 spades_And4500_S1_L001
6702 spades_And4543_S2_L001
264 spades_And4613_S9_L001
3042 spades_And4621_S3_L001
27656 spades_And4858_S9_L001
500 spades_And4892_S4_L001
34 spades_And4902_S2_L001
582 spades_And4955_S10_L001
154 spades_And5042_S4_L001
208342 spades_And5141_S4_L001
5634 spades_And5192_S3_L001
100360 spades_And5213_S1_L001
4280 spades_And5232_S2_L001
14606 spades_And5237_S4_L001
110 spades_And5284_S5_L001
1163970 spades_And5315_S3_L001
986 spades_And5331_S1_L001
10994 spades_And5388_S8_L001
9846 spades_And5444_S7_L001
1152 spades_And5527_S8_L001
790 spades_And5533_S9_L001
89744 spades_And6098_S1_L001
73258 spades_And6100_S3_L001
14290 spades_And6166_S1_L001
9240 spades_And6241_S2_L001
926 spades_And6342_S10_L001
4922 spades_And6399_S9_L001
1480 spades_And6400_S11_L001
78480 spades_And6442_S8_L001
21466 spades_And6884_S7_L001
1296 spades_And7051_S7_L001
15280 spades_And7187_S3_L001
11430 spades_And7225_S6_L001
20140 spades_And7556_S8_L001
137232 spades_AND8064_S11_L001
518 spades_AND8281_S12_L001
2510 spades_AND8302_S10_L001
7980 spades_And8344_S10_L001
29428 spades_And8381_S10_L001
23990 spades_And8382_S4_L001
41378 spades_And8388_S5_L001
41216 spades_And8423_S6_L001
3660 spades_And8454_S5_L001
11336 spades_And8457_S3_L001
164138 spades_And8655_S10_L001
33028 spades_And8688_S9_L001
1336 spades_And8861_S3_L001
4636 spades_And8909_S4_L001
10714 spades_And8926_S4_L001
3646 spades_And9053_S12_L001
670310 spades_And9076_S11_L001
17932 spades_And9183_S10_L001
97176 spades_AND9183_S11_L001
56898 spades_And9205_S9_L001
1012 spades_And9353_S7_L001
3682 spades_And9387_S6_L001
1008 spades_And9426_S4_L001
4028 spades_And9454_S3_L001
368 spades_And9653_S7_L001
3888 spades_And9693_S1_L001
9070 spades_And9722_S8_L001
3416 spades_And9746_S7_L001
1236 spades_And9855_S12_L001
462 spades_ESBL10011_S11_L001
42 spades_ESBL10030_S2_L001
1558 spades_ESBL10055_S8_L001
12826 spades_ESBL10056_S9_L001
32524 spades_ESBL1009_S1_L001
2262 spades_ESBL5402_S6_L001
11120 spades_ESBL5481_S10_L001
12546 spades_ESBL5497_S3_L001
90648 spades_ESBL5533_S4_L001
82718 spades_ESBL5609_S2_L001
36428 spades_ESBL5613_S5_L001
42 spades_ESBL5621_S1_L001
174 spades_ESBL5660_S7_L001
282174 spades_ESBL5717_S8_L001
672 spades_ESBL5734_S3_L001
13016 spades_ESBL5772_S6_L001
22298 spades_ESBL5780_S5_L001
8502 spades_ESBL5784_S3_L001
12186 spades_ESBL5786_S5_L001
1896 spades_ESBL5791_S4_L001
5216 spades_ESBL5792_S6_L001
1708 spades_ESBL5808_S8_L001
1568 spades_ESBL5817_S7_L001
1010 spades_ESBL5827_S10_L001
33722 spades_ESBL5852_S11_L001
2064 spades_ESBL5872_S5_L001
3938 spades_ESBL5909_S5_L001
1460 spades_ESBL5911_S4_L001
54264 spades_ESBL6101_S9_L001
506 spades_ESBL6164_S11_L001
289046 spades_ESBL6200_S12_L001
672 spades_ESBL6210_S10_L001
7002 spades_ESBL6270_S10_L001
5958 spades_ESBL6351_S5_L001
296 spades_ESBL6364_S9_L001
16684 spades_ESBL6409_S4_L001
44492 spades_ESBL6418_S2_L001
7690 spades_ESBL6455_S6_L001
1312 spades_ESBL6515_S2_L001
130 spades_ESBL6620_S4_L001
7824 spades_ESBL6628_S5_L001
118 spades_ESBL6643_S3_L001
79400 spades_ESBL6661_S8_L001
22412 spades_ESBL6724_S11_L001
1320 spades_ESBL6759Q_S12_L001
12776 spades_ESBL6760_S6_L001
55970 spades_ESBL6769_S11_L001
154244 spades_ESBL6792_S10_L001
4102 spades_ESBL6983_S3_L001
39504 spades_ESBL6984_S1_L001
15530 spades_ESBL7021_S2_L001
2430 spades_ESBL7234_S12_L001
23482 spades_ESBL7347_S10_L001
15820 spades_ESBL7348_S6_L001
14078 spades_ESBL7359_S3_L001
6178 spades_ESBL7382_S4_L001
28384 spades_ESBL7388_S7_L001
60114 spades_ESBL7410_S11_L001
2136 spades_ESBL7424_S8_L001
386 spades_ESBL7431_S12_L001
7632 spades_ESBL7525_S1_L001
1560 spades_ESBL7531_S9_L001
2782 spades_ESBL7532_S2_L001
5040 spades_ESBL7534_S10_L001
1198 spades_ESBL7553_S11_L001
29244 spades_ESBL7586_S7_L001
19362 spades_ESBL7634_S2_L001
80950 spades_ESBL7810_S9_L001
5402 spades_ESBL7862_S8_L001
966 spades_ESBL8075_S12_L001
366778 spades_ESBL8159_S1_L001
1088 spades_ESBL8341_S10_L001
1230 spades_ESBL8411_S7_L001
544 spades_ESBL8514_S7_L001
