1 genome_id
1848 MIKI-NS02
1038 MIKI-NS03
1910 MIKI-NS06
120368 MIKI-NS08
656 MIKI-NS09
3338 MIKI-NS10
33504 MIKI-NS11
14192 MIKI-NS12
6594 MIKI-NS13
48440 MIKI-NS14
15924 MIKI-NS15
55448 MIKI-NS20
3802 MIKI-NS23
792 MIKI-NS24
9520 MIKI-NS25
510 SP100_S81
1652 SP101_S82
4590 SP102_S82
10746 SP103_S83
2336 SP105_S84
10456 SP106_S85
7656 SP107_S86
22370 SP108_S87
7084 SP109_S83
612 SP10_S7
2262 SP110_S88
988 SP111_S89
64108 SP112_S90
2014 SP113_S91
184 SP114_S92
24 SP115_S93
16656 SP116_S94
646 SP117_S95
174 SP118_S96
30682 SP119_S1
16502 SP11_S8
3720 SP120_S2
480 SP121_S3
15344 SP122_S4
254 SP124_S6
2616 SP125_S84
2374 SP126_S7
1548 SP127_S8
66 SP128_S9
6138 SP129_S10
4424 SP12_S9
1030 SP130_S11
13398 SP131_S12
12968 SP132_S13
7634 SP133_S14
15284 SP134_S15
58276 SP135_S16
16536 SP136_S17
80 SP137_S18
958 SP138_S19
14138 SP139_S20
468 SP13_S10
6672 SP140_S21
2622 SP141_S22
59428 SP142_S23
38368 SP143_S24
3752 SP144_S25
44 SP145_S26
238 SP146_S27
15946 SP147_S28
1872 SP148_S29
292 SP149_S30
9860 SP14_S11
868 SP150_S31
1338 SP151_S32
52542 SP152_S33
2478 SP153_S34
70036 SP154_S35
2044 SP155_S36
7522 SP157_S38
598 SP158_S39
3394 SP159_S40
378 SP15_S89
21014 SP160_S41
53468 SP161_S42
168166 SP162_S43
1378 SP163_S44
600 SP164_S45
616 SP165_S46
1536 SP166_S47
308 SP167_S48
634 SP168_S49
1454 SP169_S50
5266 SP16_S12
58 SP170_S51
1864 SP171_S52
1492 SP173_S54
148 SP174_S55
93928 SP176_S56
1132 SP177_S57
524 SP178_S58
6344 SP179_S59
148 SP17_S90
23318 SP180_S96
360 SP181_S61
2632 SP182_S62
4770 SP184_S64
13756 SP185_S65
148 SP187_S66
2432 SP188_S67
5192 SP189_S68
1906 SP18_S91
830 SP190_S69
4790 SP191_S70
6802 SP192_S71
484 SP194_S73
3064 SP195_S74
28332 SP196_S75
1312 SP198_S01
1364 SP1_S85
4186 SP20_S77
258 SP21_S92
2754 SP22_S78
3296 SP23_S93
998 SP24_S13
8396 SP25_S14
13132 SP27_S15
255996 SP2_S86
2088 SP30_S17
1360 SP31_S18
1914 SP32_S19
2124 SP33_S20
1326 SP34_S21
12298 SP35_S22
2090 SP36_S23
16838 SP38_S25
1706 SP39_S26
172596 SP3_S87
258 SP40_S27
13822 SP41_S28
14360 SP42_S29
3982 SP43_S30
15740 SP44_S31
5634 SP45_S32
14700 SP46_S33
10468 SP47_S34
17032 SP48_S35
30882 SP49_S36
1684 SP4_S3
3466 SP50_S37
252 SP52_S38
7398 SP53_S39
694 SP54_S40
2262 SP55_S41
13538 SP56_S42
10588 SP57_S43
984 SP58_S44
3664 SP59_S47
242 SP60_S48
3402 SP61_S45
15310 SP62_S46
4966 SP63_S49
5716 SP64_S79
30 SP65_S80
1480 SP67_S50
2268 SP68_S51
7504 SP69_S52
1078 SP6_S88
1444 SP70_S53
37086 SP71_S54
50 SP72_S55
12850 SP73_S56
994 SP74_S57
20468 SP75_S58
13064 SP76_S59
668 SP77_S60
174 SP78_S61
500 SP79_S62
7352 SP7_S4
2748 SP80_S63
50150 SP81_S64
16 SP82_S65
373176 SP83_S66
1110 SP84_S67
22564 SP85_S68
1136 SP86_S69
216 SP87_S70
16892 SP88_S94
13064 SP8_S5
2104 SP91_S72
11148 SP92_S73
3770 SP93_S74
4402 SP94_S75
3008 SP95_S76
