1 genome_id
632 MIKI-NS02
42130 MIKI-NS03
55264 MIKI-NS06
272 MIKI-NS08
74326 MIKI-NS09
1288 MIKI-NS10
77790 MIKI-NS11
5278 MIKI-NS12
486 MIKI-NS13
182 MIKI-NS14
3638 MIKI-NS15
11664 MIKI-NS20
3224 MIKI-NS23
126000 MIKI-NS24
3192 MIKI-NS25
10450 SP100_S81
126 SP101_S82
46566 SP102_S82
26948 SP103_S83
4268 SP105_S84
18284 SP106_S85
1396 SP107_S86
40 SP108_S87
272 SP109_S83
22050 SP10_S7
1528 SP110_S88
80174 SP111_S89
1024 SP112_S90
944 SP113_S91
76 SP114_S92
34216 SP115_S93
1220 SP116_S94
14742 SP117_S95
5010 SP118_S96
1678 SP119_S1
302 SP11_S8
1732 SP120_S2
3356 SP121_S3
1500 SP122_S4
370194 SP124_S6
2708 SP125_S84
41616 SP126_S7
1934 SP127_S8
16906 SP128_S9
320 SP129_S10
7472 SP12_S9
1076 SP130_S11
14390 SP131_S12
982 SP132_S13
2546 SP133_S14
2164 SP134_S15
1964 SP135_S16
2326 SP136_S17
2840 SP137_S18
1892 SP138_S19
8360 SP139_S20
2368 SP13_S10
16552 SP140_S21
134 SP141_S22
6552 SP142_S23
9922 SP143_S24
6538 SP144_S25
4360 SP145_S26
1142 SP146_S27
2732 SP147_S28
53124 SP148_S29
478 SP149_S30
11912 SP14_S11
16380 SP150_S31
2084 SP151_S32
6330 SP152_S33
246 SP154_S35
2072 SP155_S36
3948 SP156_S37
8290 SP157_S38
5512 SP158_S39
1758 SP159_S40
11320 SP15_S89
7052 SP160_S41
111294 SP161_S42
1004 SP162_S43
1320 SP163_S44
336 SP164_S45
1422 SP165_S46
160 SP166_S47
1310 SP167_S48
632 SP168_S49
368 SP169_S50
68 SP16_S12
1342 SP170_S51
194 SP171_S52
136 SP172_S53
258 SP173_S54
34792 SP174_S55
13652 SP176_S56
10524 SP177_S57
6218 SP178_S58
3190 SP179_S59
464 SP17_S90
8884 SP180_S96
918 SP181_S61
752 SP182_S62
2722 SP184_S64
2286 SP185_S65
186 SP187_S66
698 SP188_S67
44710 SP189_S68
14 SP18_S91
256 SP190_S69
6208 SP191_S70
1714 SP192_S71
1362 SP194_S73
896 SP195_S74
264 SP196_S75
712 SP198_S01
2110 SP1_S85
37088 SP20_S77
28234 SP21_S92
5560 SP22_S78
7778 SP23_S93
187672 SP24_S13
1084 SP25_S14
191878 SP27_S15
8356 SP2_S86
176812 SP30_S17
7024 SP31_S18
576 SP32_S19
16 SP33_S20
14216 SP34_S21
3012 SP35_S22
15958 SP36_S23
19824 SP38_S25
124 SP39_S26
1286 SP3_S87
9416 SP40_S27
836 SP41_S28
66 SP42_S29
11158 SP43_S30
9424 SP44_S31
11388 SP45_S32
496 SP46_S33
2870 SP47_S34
184 SP48_S35
32 SP49_S36
258 SP4_S3
26078 SP50_S37
188 SP52_S38
367192 SP53_S39
172 SP54_S40
136 SP55_S41
4960 SP56_S42
14 SP57_S43
402 SP58_S44
102 SP59_S47
402 SP60_S48
132 SP61_S45
1770 SP62_S46
23270 SP63_S49
34046 SP64_S79
4810 SP65_S80
37542 SP67_S50
13494 SP68_S51
452 SP69_S52
28382 SP6_S88
1178 SP70_S53
46 SP71_S54
